name,address,rating,totalReviews,reviewsScraped,phone,website,category,priceLevel,lat,lng,googleMapsUrl
"Point Cafe Ujung Berung 61","Jl. Raya Ujung Berung No.53-65, Pakemitan, Kec. Cinambo, Kota Bandung, Jawa Barat 45474, Indonesia",4.4,207,100,"+62 21 1500280","https://pointcoffee.id/","Kedai Kopi","",-6.9130829,107.6942948,"https://www.google.com/maps/search/?api=1&query=Point%20Cafe%20Ujung%20Berung%2061&query_place_id=ChIJE_hFBIbdaC4ReUtMLIAyzgM"
"C&T coffe shop","Jl. Pasir Kunci, Cipanjalu, Kec. Cilengkrang, Kabupaten Bandung, Jawa Barat 40616, Indonesia",5,2,2,"+62 812-8317-9709","","Restoran","",-6.8974024,107.7145283,"https://www.google.com/maps/search/?api=1&query=C%26T%20coffe%20shop&query_place_id=ChIJl1qeiTPdaC4R9gKXTItLZPk"
"Palma Coffee","Komplek Manglayang Sari Samping A7 No 8, Kota Bandung, Jawa Barat 40615, Indonesia",5,4,4,"+62 851-5632-7729","","Kedai Kopi","",-6.9140004,107.7232794,"https://www.google.com/maps/search/?api=1&query=Palma%20Coffee&query_place_id=ChIJm3tOxondaC4RSzhqNuFWLDQ"
"Suka Sangrai Coffee Roaster","Jl. Sukaasih IV No.53, Sindang Jaya, Kec. Mandalajati, Kota Bandung, Jawa Barat 40293, Indonesia",5,12,12,"+62 878-2558-2371","http://www.tokopedia.com/sukasangrairoast","Kedai Kopi","",-6.9020488,107.6863415,"https://www.google.com/maps/search/?api=1&query=Suka%20Sangrai%20Coffee%20Roaster&query_place_id=ChIJ-4gs5hTdaC4RcJPEHNS_ikY"
"MAKNA HOUSE (Coffee & Tea)","Komp. Bumi Asri A-19 Ujung Berung, Cipadung Kulon, Kec. Panyileukan, Kota Bandung, Jawa Barat 40614, Indonesia",4.3,29,29,"+62 877-2695-7403","http://instagram.com/makna_coffee","Kedai Kopi","",-6.9200944,107.7078298,"https://www.google.com/maps/search/?api=1&query=MAKNA%20HOUSE%20(Coffee%20%26%20Tea)&query_place_id=ChIJV28tzV3daC4R1uEP3aN1Nf4"
"NALA SPACE","Jl. AH. Nasution No.266B, Cisaranten Kulon, Kec. Arcamanik, Kota Bandung, Jawa Barat 40294, Indonesia",4.4,563,100,"+62 881-7840-500","https://www.instagram.com/nalaspacebdg","Kafe","",-6.9081625,107.6874018,"https://www.google.com/maps/search/?api=1&query=NALA%20SPACE&query_place_id=ChIJG35cE3ndaC4R7AYazaUMBag"
"Hilari Coffee","Jalan mayang asih no.2 rt01 rw05 kel, Pasir Endah, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40619, Indonesia",4.8,14,14,"+62 882-1187-2433","","Kedai Kopi","",-6.9048065,107.6900355,"https://www.google.com/maps/search/?api=1&query=Hilari%20Coffee&query_place_id=ChIJceJcxLDdaC4RFXcIm05TTfU"
"B'Creative Coffee & Merchant","Jl. Indramayu No.41, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",4.8,19,19,"+62 812-2395-2198","","Kedai Kopi","",-6.9193801,107.6575622,"https://www.google.com/maps/search/?api=1&query=B'Creative%20Coffee%20%26%20Merchant&query_place_id=ChIJaxlvfSznaC4RG8umwdXdJt0"
"dr.ells coffee Antapani","Jl. Purwakarta No.116, Babakan Surabaya, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",4.1,101,100,"","","Kedai Kopi","",-6.9164655,107.6545336,"https://www.google.com/maps/search/?api=1&query=dr.ells%20coffee%20Antapani&query_place_id=ChIJvWsbdA7naC4RmNB3-Xmclp8"
"Pinoes Coffee","Jl. Kuningan Raya No.28, Antapani Tengah, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",4.8,20,20,"+62 815-7346-1985","","Kedai Kopi","",-6.915284,107.6605854,"https://www.google.com/maps/search/?api=1&query=Pinoes%20Coffee&query_place_id=ChIJdQphNj3naC4RSXEX_y-MMbM"
"eRBe Coffee and Roastery","Jl. Sekehaji Raya No.8, Jatiendah, Kec. Cilengkrang, Kabupaten Bandung, Jawa Barat 40619, Indonesia",5,5,5,"","","Kedai Kopi","",-6.9008141,107.6927213,"https://www.google.com/maps/search/?api=1&query=eRBe%20Coffee%20and%20Roastery&query_place_id=ChIJX5XF_8fdaC4RLglH9NzufTw"
"Hitam Putih Coffee","3MQW+7C3, Jl. Ujungberung Indah Raya, Cigending, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40611, Indonesia",5,14,14,"+62 896-9345-9776","","Kedai Kopi","",-6.9118614,107.6960432,"https://www.google.com/maps/search/?api=1&query=Hitam%20Putih%20Coffee&query_place_id=ChIJiS1MwT7daC4RrNpDHKDso6c"
"COFFEE SHOP CAKRABUANA","4MHV+8X9, Pamoyanan, Mekarmanik, Cimenyan, Bandung Regency, West Java, Indonesia",5,8,8,"+62 838-2093-6831","","Kedai Kopi","",-6.8722792,107.6952755,"https://www.google.com/maps/search/?api=1&query=COFFEE%20SHOP%20CAKRABUANA&query_place_id=ChIJDUaXtFzdaC4R7Olk4_QvaVw"
"KENARI COFFEE","Jl. Setra Dago Utama No.27, Antapani Wetan, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",5,11,11,"","","Kedai Kopi","",-6.9086972,107.6615467,"https://www.google.com/maps/search/?api=1&query=KENARI%20COFFEE&query_place_id=ChIJ7bDJPfPnaC4RAD88N2FM-yI"
"NOISE-excel Coffee Place","Jl. Purwakarta No.139H, Antapani Tengah, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",4.8,22,22,"+62 897-0797-021","","Kafe","",-6.9172364,107.6586019,"https://www.google.com/maps/search/?api=1&query=NOISE-excel%20Coffee%20Place&query_place_id=ChIJBROPjKznaC4R4HlikdGebgM"
"Sawanni coffee","Jl. Padasuka Atas No.55, Pasirlayung, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40192, Indonesia",4.8,13,13,"+62 812-2327-2501","","Kedai Kopi","",-6.8983675,107.6543423,"https://www.google.com/maps/search/?api=1&query=Sawanni%20coffee&query_place_id=ChIJbzCFWcnnaC4RRth19uhy0Lc"
"Setter Coffee","Jl. Golf I No.68, Cisaranten Bina Harapan, Kec. Arcamanik, Kota Bandung, Jawa Barat 40294, Indonesia",5,23,23,"+62 819-0216-4665","","Kedai Kopi","",-6.9140339,107.6884924,"https://www.google.com/maps/search/?api=1&query=Setter%20Coffee&query_place_id=ChIJbwU2t2fdaC4RtF-vI2sPdtg"
"Sora Car Wash & Cafe","Jl. AH. Nasution No.82, RW.KM 7, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",4.8,476,100,"+62 821-8888-2881","","Tempat Pencucian Mobil","",-6.9043716,107.6702719,"https://www.google.com/maps/search/?api=1&query=Sora%20Car%20Wash%20%26%20Cafe&query_place_id=ChIJbVVXMwDdaC4RO0cu5-OXc_U"
"Point Cafe Ahmad Yani 806","Jl. A. Yani No.806, Cicaheum, Kec. Kiaracondong, Kota Bandung, Jawa Barat 40282, Indonesia",4.6,258,100,"+62 21 1500280","https://pointcoffee.id/","Kedai Kopi","",-6.9027165,107.6548755,"https://www.google.com/maps/search/?api=1&query=Point%20Cafe%20Ahmad%20Yani%20806&query_place_id=ChIJB1sxmxHnaC4RWyioQqkEzoQ"
"Amateur Coffee","Jl. Kuningan 1 No.15, Antapani Tengah, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",5,46,46,"","https://gofood.link/a/yM9WRUQ","Kedai Kopi","",-6.9153462,107.6615826,"https://www.google.com/maps/search/?api=1&query=Amateur%20Coffee&query_place_id=ChIJKTxw0uTnaC4R5h3CeJ5S5E8"
"Samson Coffee Garage","Jl. Cikampek 7 No.36, Antapani Tengah, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",5,18,18,"+62 821-8166-6079","","Kedai Kopi","",-6.9165884,107.656043,"https://www.google.com/maps/search/?api=1&query=Samson%20Coffee%20Garage&query_place_id=ChIJe3eC3B_naC4Rf1y3F57JJQc"
"Sunrai Coffe","kp cibanteng desa, RT.2/RW.11, Mandalamekar, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40193, Indonesia",5,11,11,"+62 813-2096-0693","","Kedai Kopi","",-6.864688,107.6763579,"https://www.google.com/maps/search/?api=1&query=Sunrai%20Coffe&query_place_id=ChIJVeRoL8LdaC4R-BnRjFlftC8"
"Apo coffee","Griya cipadung asri No.b1/b2, palasari, Cipadung, Kec. Cibiru, Kota Bandung, Jawa Barat 40614, Indonesia",4.7,77,77,"+62 821-2156-8711","","Kafe","",-6.915651,107.7243206,"https://www.google.com/maps/search/?api=1&query=Apo%20coffee&query_place_id=ChIJU37I5sPDaC4RE9l72XEcUvU"
"Dapur Caringin Tilu","Jl. Padasuka Atas Kampung Caringin 3 No.41, Cimenyan, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40197, Indonesia",4.4,3299,100,"+62 818-631-493","https://instagram.com/dapurcaringintilu?igshid=1gt2b7rc4h5bt","Kafe","$$",-6.860834,107.6638571,"https://www.google.com/maps/search/?api=1&query=Dapur%20Caringin%20Tilu&query_place_id=ChIJGW01k17naC4R4cxG84g__S0"
"Moje coffee","Jl. Boling No.22, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",4.8,18,18,"+62 822-9556-2841","","Kedai Kopi","",-6.9204319,107.6731601,"https://www.google.com/maps/search/?api=1&query=Moje%20coffee&query_place_id=ChIJB5l2cADdaC4RPCJLyOJuIeQ"
"Mood Coffee Shop","Jl. Sukaasih Raya No.2, Sindang Jaya, Kec. Mandalajati, Kota Bandung, Jawa Barat 40195, Indonesia",5,1,1,"+62 813-2318-8001","https://mp.possaku.com/marketplace/?store=1763387110059","Kedai Kopi","",-6.90679,107.685894,"https://www.google.com/maps/search/?api=1&query=Mood%20Coffee%20Shop&query_place_id=ChIJrc81UgDdaC4RWCOv2ZZX8x0"
"Join Us Cafe | Coffee | | Open Kitchen | Event Space | VIP Room","Jl. Terusan Jakarta No.254, Antapani Tengah, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",4.4,771,100,"+62 811-2120-170","https://lynk.id/join_us_cafe","Kafe","",-6.9148492,107.6648254,"https://www.google.com/maps/search/?api=1&query=Join%20Us%20Cafe%20%7C%20Coffee%20%7C%20%7C%20Open%20Kitchen%20%7C%20Event%20Space%20%7C%20VIP%20Room&query_place_id=ChIJmWzea_fnaC4RTV9Dsopcdk0"
"The Warung Kopi By MG","Ubertos, Jl. AH. Nasution No.46A, Pakemitan, Kec. Cinambo, Kota Bandung, Jawa Barat 40294, Indonesia",4.3,279,100,"+62 822-1999-4814","","Kedai Kopi","",-6.9154607,107.6961419,"https://www.google.com/maps/search/?api=1&query=The%20Warung%20Kopi%20By%20MG&query_place_id=ChIJje1L0XvdaC4RkiBVyjV23qg"
"KBU Coffee","Jl. Cijambe, Jatiendah, Kec. Cilengkrang, Kabupaten Bandung, Jawa Barat 40616, Indonesia",4.7,113,100,"+62 877-2048-5244","https://www.instagram.com/kbucoffee/","Kedai Kopi","",-6.8992775,107.6989002,"https://www.google.com/maps/search/?api=1&query=KBU%20Coffee&query_place_id=ChIJB-JkIyLdaC4Rlx7D0roHVs0"
"Advena Coffee","Jl. Cinangka No.1, Pasirwangi, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40616, Indonesia",5,11,11,"+62 821-1521-4115","","Kedai Kopi","",-6.9041259,107.7043552,"https://www.google.com/maps/search/?api=1&query=Advena%20Coffee&query_place_id=ChIJLZF1Ha3daC4RIA_3peUfZi4"
"Joeag Sunda Coffee","Jl. Subang No.24, RT.004/RW.002, Antapani Tengah, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",4.9,75,75,"+62 831-9551-4525","","Kedai Kopi","$",-6.9139718,107.6549184,"https://www.google.com/maps/search/?api=1&query=Joeag%20Sunda%20Coffee&query_place_id=ChIJcUiase_naC4R_HHAUvvdoDc"
"AQUAIR_CoffeeRium","Jl. Terusan Jakarta No.80, Antapani Tengah, Kec. Antapani, Kota Bandung, Jawa Barat 40121, Indonesia",4.8,37,37,"+62 878-9365-2646","https://www.instagram.com/aquair_coffeeriumbandung?igsh=MWY5aGZhcHNleG0xaA==","Kedai Kopi","",-6.9126009,107.6535867,"https://www.google.com/maps/search/?api=1&query=AQUAIR_CoffeeRium&query_place_id=ChIJ6zyEALPnaC4RcUFSbcF2Jcw"
"Teras Kayumanis","Jl. Cilengkrang II No.79, Palasari, Kec. Cibiru, Kota Bandung, Jawa Barat 40615, Indonesia",4.6,391,100,"+62 822-1642-6336","https://www.instagram.com/bakmikayumanis","Kafe","",-6.9159286,107.7199904,"https://www.google.com/maps/search/?api=1&query=Teras%20Kayumanis&query_place_id=ChIJP95h8_HdaC4RhI8ERjMLbm8"
"Colada","Jl. Purwakarta No.192, Antapani Kidul, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",4.6,582,100,"+62 812-2390-6180","","Restoran Meksiko","",-6.9174763,107.6594657,"https://www.google.com/maps/search/?api=1&query=Colada&query_place_id=ChIJudtq1XvnaC4R4RpzHlq0ObQ"
"Nuku Coffee & Eatery","Jl. Malangbong Raya No.1, Antapani Wetan, Antapani, Bandung City, West Java 40291, Indonesia",4.7,12,12,"+62 812-2286-6066","","Kafe","",-6.9138493,107.6666382,"https://www.google.com/maps/search/?api=1&query=Nuku%20Coffee%20%26%20Eatery&query_place_id=ChIJg_srTZvpaC4RRV69gpShoVw"
"Bingkai Coffee","Jl. Arcamanik No.47, Pasir Impun, Kec. Mandalajati, Kota Bandung, Jawa Barat 40293, Indonesia",4.7,189,100,"+62 818-209-195","","Kedai Kopi","",-6.9023994,107.6801026,"https://www.google.com/maps/search/?api=1&query=Bingkai%20Coffee&query_place_id=ChIJGd7p0mfdaC4RuZSmrxGdUUg"
"Cafe Senja","Jl. Jatihandap, Mandalamekar, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40293, Indonesia",4.4,1644,100,"+62 811-1245-333","","Kedai Kopi","",-6.87687,107.6756664,"https://www.google.com/maps/search/?api=1&query=Cafe%20Senja&query_place_id=ChIJFR4g7YfdaC4R-NpxN8dzkX4"
"Twentynine Coffee & Eatery","Jl. Cicukang No.36, Cisaranten Bina Harapan, Kec. Arcamanik, Kota Bandung, Jawa Barat 40294, Indonesia",5,16,16,"+62 821-1384-8191","","Kedai Kopi","",-6.9164628,107.6846809,"https://www.google.com/maps/search/?api=1&query=Twentynine%20Coffee%20%26%20Eatery&query_place_id=ChIJP1l4dlLdaC4RJAWx04gDe3w"
"Roempi Coffee Ujung Berung","Jl. Rumah Sakit No.33, Pakemitan, Kec. Cinambo, Kota Bandung, Jawa Barat 45474, Indonesia",4.5,123,100,"","","Kedai Kopi","",-6.9163509,107.6992948,"https://www.google.com/maps/search/?api=1&query=Roempi%20Coffee%20Ujung%20Berung&query_place_id=ChIJCVjCDKjdaC4RtdVk7J0iiqE"
"PULUNG Art Café","Jl. Puri Dago Tim. I No.3, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",4.7,54,54,"+62 821-2022-7730","","Kafe seni","",-6.9188732,107.6699129,"https://www.google.com/maps/search/?api=1&query=PULUNG%20Art%20Caf%C3%A9&query_place_id=ChIJz3z2kHvdaC4ReCjh9583Ns8"
"Cafe Jabaraya Coffe","Jl. Nagrog No.31, Pasanggrahan, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40616, Indonesia",4.8,24,24,"+62 899-5563-663","","Kafe","",-6.9088459,107.7117341,"https://www.google.com/maps/search/?api=1&query=Cafe%20Jabaraya%20Coffe&query_place_id=ChIJoVIO7ErdaC4RZfB-2JqLOvs"
"Cafe Arabika Bukit Palasari","Legok Nyenang, girimekar no 82, bandung, Kec. Cilengkrang, Kabupaten Bandung, Jawa Barat 40619, Indonesia",4.6,307,100,"+62 818-0214-5730","","Kafe","",-6.8628043,107.7102969,"https://www.google.com/maps/search/?api=1&query=Cafe%20Arabika%20Bukit%20Palasari&query_place_id=ChIJ6xTyALbdaC4R3QwR_bc9kP8"
"Incorner Coffee","Jl. Palapa No.55, Padasuka, Kec. Cimenyan, Kabupaten Bandung, Jawa Barat 40197, Indonesia",4.8,165,100,"+62 852-2005-7261","","Kedai Kopi","",-6.8830683,107.6626891,"https://www.google.com/maps/search/?api=1&query=Incorner%20Coffee&query_place_id=ChIJHxD8fqznaC4R6LKjCpXsv1c"
"Ny.Lucy Bakery & Roastery","Jl. Terusan Jakarta Ruko Puri Dago A6 No.352, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40291, Indonesia",4.5,835,100,"+62 811-8801-0299","https://www.instagram.com/nylucybakery/","Toko Roti","",-6.9168476,107.668963,"https://www.google.com/maps/search/?api=1&query=Ny.Lucy%20Bakery%20%26%20Roastery&query_place_id=ChIJOfKSi1jnaC4RaMXxClvNGl8"
"Overland Coffee","Depan Sekolah Bintang Madani, Jl. Trs Pesantren, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",5,26,26,"","http://instagram.com/overland.cf","Kedai Kopi","",-6.912841,107.6814621,"https://www.google.com/maps/search/?api=1&query=Overland%20Coffee&query_place_id=ChIJm5Q8QwDdaC4RQVtia3sFImw"
"Cikopi Mang Eko","Jl. Golf Dalam No.2 Blok G, Cisaranten Bina Harapan, Kec. Arcamanik, Kota Bandung, Jawa Barat 40294, Indonesia",4.9,271,100,"+62 813-5050-8811","http://tokopedia.com/cikopimangeko","Kedai Kopi","",-6.9143394,107.6899015,"https://www.google.com/maps/search/?api=1&query=Cikopi%20Mang%20Eko&query_place_id=ChIJhVVlzkfdaC4RL-oJaeZWSL4"
"CAWS (Cafe Asri With Warmindo and Working Space)","Jl. Mekar II No.10A, Pasirlayung, Kec. Cibeunying Kidul, Kota Bandung, Jawa Barat 40192, Indonesia",5,27,27,"","","Kedai Kopi","",-6.8866347,107.6625779,"https://www.google.com/maps/search/?api=1&query=CAWS%20(Cafe%20Asri%20With%20Warmindo%20and%20Working%20Space)&query_place_id=ChIJC0vUedXnaC4RHLXU3dmL2d4"
"Sideway Coffee and Creative Space","Jl. Pasir jati Lama, Jatiendah, Kec. Cilengkrang, Kabupaten Bandung, Jawa Barat 40616, Indonesia",4.8,51,51,"+62 821-1984-3434","","Kedai Kopi","",-6.9049994,107.6949047,"https://www.google.com/maps/search/?api=1&query=Sideway%20Coffee%20and%20Creative%20Space&query_place_id=ChIJRQrfLpHdaC4RCt2oInUNOow"
"Tike Coffee","Jl. Golf Barat Raya No.23, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",4.9,49,49,"+62 821-2808-1907","","Kedai Kopi","",-6.9180303,107.6726174,"https://www.google.com/maps/search/?api=1&query=Tike%20Coffee&query_place_id=ChIJQQ5XvbDdaC4RT6qCWBkcRto"
"K Cafe & Coffee Shop","Jl. AH. Nasution No.958, Antapani Wetan, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",4.7,259,100,"+62 811-9088-588","https://www.instagram.com/kcafecoffeeshop/?hl=id","Kafe","",-6.90432,107.6660658,"https://www.google.com/maps/search/?api=1&query=K%20Cafe%20%26%20Coffee%20Shop&query_place_id=ChIJ035gMwTnaC4RKuI9l8o84Yc"
"Molekul Coffee & Eatery","Jl. Pacuan Kuda No.46, Sukamiskin, Kec. Arcamanik, Kota Bandung, Jawa Barat 40293, Indonesia",4.7,179,100,"+62 821-2088-8012","https://instagram.com/molekulcoffee?igshid=m57zcmabau6c","Kafe","",-6.9081874,107.6727302,"https://www.google.com/maps/search/?api=1&query=Molekul%20Coffee%20%26%20Eatery&query_place_id=ChIJMa7J8F7daC4RzrLHldLYjhs"
"Morning Glory Coffee Antapani Outlet","Jl. Terusan Jakarta No.78A, Antapani Tengah, Kec. Antapani, Kota Bandung, Jawa Barat 40291, Indonesia",4.5,956,100,"+62 812-4260-699","","Kedai Kopi","",-6.9126406,107.6533603,"https://www.google.com/maps/search/?api=1&query=Morning%20Glory%20Coffee%20Antapani%20Outlet&query_place_id=ChIJqch-8u7naC4R5HNQbVD2i4E"
"LANGGAR SPACE COFFEE","Jl. Ciporeat No.144, Pasanggrahan, Kec. Ujung Berung, Kota Bandung, Jawa Barat 40617, Indonesia",5,64,64,"+62 857-1808-4603","","Kedai Kopi","",-6.9129886,107.7134852,"https://www.google.com/maps/search/?api=1&query=LANGGAR%20SPACE%20COFFEE&query_place_id=ChIJ1VXdMkrdaC4RX6Sv8grrMq8"
"Beda Cerita Coffee","Jl. Jatihandap No.138, Mandalamekar, Kec. Cimenyan, Kota Bandung, Jawa Barat 40193, Indonesia",4.7,1006,100,"+62 851-7972-1216","http://www.bedaceritacoffee.com/","Kedai Kopi","",-6.8883626,107.6660485,"https://www.google.com/maps/search/?api=1&query=Beda%20Cerita%20Coffee&query_place_id=ChIJ9w4TLIvnaC4Rpo1ND0sCtkk"
